State,District,Crop_Name,Season,Min_Temperature(C),Max_Temperature(C),Rainfall(mm),Humidity(%),Wind_Speed(km/h),Soil_Type,Suitable(Y/N)
Arunachal Pradesh,West Kameng,Groundnut,Annual,10.2,32.5,1249.6,69.8,10.9,Clay,Y
Arunachal Pradesh,West Kameng,Sunflower,Zaid,8.2,44.5,1693,52.4,12.4,Loamy,Y
Arunachal Pradesh,West Kameng,Turmeric,Kharif,14.1,38.8,269.2,89.2,20,Sandy,N
Arunachal Pradesh,West Kameng,Chilli,Zaid,9.9,38.6,337.4,76.1,29.6,Black,N
Arunachal Pradesh,West Kameng,Pulses,Rabi,8.5,37.3,1603,48.9,9,Loamy,N
Arunachal Pradesh,West Kameng,Tea,Annual,13.3,41.1,1000.2,71.9,28.2,Red,N
Arunachal Pradesh,West Kameng,Coffee,Rabi,21.4,32.7,1405.9,67.1,16.1,Clay,Y
Arunachal Pradesh,West Kameng,Jute,Rabi,18.7,42,309.3,73,6,Sandy,N
Arunachal Pradesh,Papum Pare,Rice,Annual,20.2,40.3,1225.1,43.6,4,Clay,Y
Arunachal Pradesh,Papum Pare,Wheat,Zaid,16.6,38.7,1764.3,42.8,26.5,Sandy,N
Arunachal Pradesh,Papum Pare,Maize,Rabi,8.5,33.2,315.4,88.3,16.5,Sandy,N
Arunachal Pradesh,Papum Pare,Cotton,Zaid,12.5,38.7,1505.5,50.3,18,Red,N
Arunachal Pradesh,Papum Pare,Sugarcane,Rabi,9.7,29,548.2,60.8,22.3,Loamy,Y
Arunachal Pradesh,Papum Pare,Soybean,Zaid,18.1,27.4,1146.6,87.4,26.8,Clay,Y
Arunachal Pradesh,Papum Pare,Mustard,Annual,10.8,38.2,698,41.9,15.7,Laterite,Y
Arunachal Pradesh,Papum Pare,Potato,Annual,15.7,28.6,749.6,83.2,17.5,Clay,Y
Arunachal Pradesh,Papum Pare,Onion,Kharif,15.4,29.2,784.4,63.2,26.2,Laterite,Y
Arunachal Pradesh,Papum Pare,Tomato,Kharif,21.5,41.8,949.6,88.3,4.7,Black,N
Arunachal Pradesh,Papum Pare,Barley,Zaid,17.5,29,1023.8,46.1,15.4,Loamy,Y
Arunachal Pradesh,Papum Pare,Millets,Annual,11.1,38.1,782.5,53.7,21.2,Sandy,Y
Arunachal Pradesh,Papum Pare,Groundnut,Rabi,20.3,40.2,382.8,68.6,29.3,Laterite,Y
Arunachal Pradesh,Papum Pare,Sunflower,Zaid,8.8,29.9,1358.5,74.9,7.3,Laterite,Y
Arunachal Pradesh,Papum Pare,Turmeric,Rabi,10.6,37.2,851.6,73.6,8.6,Alluvial,N
Arunachal Pradesh,Papum Pare,Chilli,Kharif,12,39.2,351.9,90.8,16.6,Alluvial,Y
Arunachal Pradesh,Papum Pare,Pulses,Kharif,16.1,26,1377.9,41.6,29.3,Red,N
Arunachal Pradesh,Papum Pare,Tea,Annual,11.2,34.4,1352.1,91.7,29.8,Sandy,N
Arunachal Pradesh,Papum Pare,Coffee,Annual,9.6,36.7,1463.1,68.2,7.2,Laterite,Y
Arunachal Pradesh,Papum Pare,Jute,Zaid,13.9,41,1029.1,85.8,29.5,Laterite,N
Arunachal Pradesh,Changlang,Rice,Kharif,19.5,36.3,680,57.4,21.4,Loamy,N
Arunachal Pradesh,Changlang,Wheat,Annual,8.2,44.1,339.2,79.2,26.8,Laterite,N
Arunachal Pradesh,Changlang,Maize,Zaid,8.4,27.9,967.7,69.5,4.8,Laterite,N
Arunachal Pradesh,Changlang,Cotton,Annual,16.2,26.5,1520.6,43.3,8.9,Loamy,N
Arunachal Pradesh,Changlang,Sugarcane,Rabi,17.5,26.4,1402.3,64.5,28.1,Clay,Y
Arunachal Pradesh,Changlang,Soybean,Annual,10.2,28.6,1528.1,43.6,28.4,Black,Y
Arunachal Pradesh,Changlang,Mustard,Zaid,20.1,33.1,1441.7,51.6,9.4,Black,N
Arunachal Pradesh,Changlang,Potato,Annual,20.7,34.5,1317.2,81.9,16.5,Red,N
Arunachal Pradesh,Changlang,Onion,Kharif,12.5,28.2,526.2,80.8,20.7,Alluvial,Y
Arunachal Pradesh,Changlang,Tomato,Kharif,18.2,34.4,1165.1,93.1,21,Alluvial,Y
Arunachal Pradesh,Changlang,Barley,Zaid,8.2,29.8,1795.8,81.3,15.7,Sandy,Y
Arunachal Pradesh,Changlang,Millets,Annual,17.5,44.5,1029.5,90.1,7.4,Sandy,Y
Arunachal Pradesh,Changlang,Groundnut,Rabi,8.2,24,268.9,40.8,21.4,Loamy,Y
Arunachal Pradesh,Changlang,Sunflower,Annual,17.2,32.1,1288.3,49.4,28.1,Loamy,N
Arunachal Pradesh,Changlang,Turmeric,Kharif,21.9,32.2,1265.9,62.5,3.3,Sandy,N
Arunachal Pradesh,Changlang,Chilli,Rabi,13.7,42.3,1560.4,64.7,21.2,Laterite,N
Arunachal Pradesh,Changlang,Pulses,Annual,19.6,32.8,1511.4,81.5,15.9,Loamy,Y
Arunachal Pradesh,Changlang,Tea,Annual,11.2,41.6,1034.9,54.5,24.5,Clay,Y
Arunachal Pradesh,Changlang,Coffee,Kharif,13,28.9,371.4,58,25.3,Laterite,Y
Arunachal Pradesh,Changlang,Jute,Annual,18.8,39.9,758.8,72.6,18.6,Alluvial,N
Arunachal Pradesh,Lohit,Rice,Annual,15.3,33.3,303.4,60,4.2,Laterite,N
Arunachal Pradesh,Lohit,Wheat,Annual,13,28.6,1205.5,45.3,15.9,Red,Y
Arunachal Pradesh,Lohit,Maize,Kharif,12.4,38.7,1098.4,56.3,15.4,Sandy,Y
Arunachal Pradesh,Lohit,Cotton,Annual,21.7,25.9,841.9,51,11.7,Clay,N
Arunachal Pradesh,Lohit,Sugarcane,Zaid,8.3,34.9,1768.4,67.7,17.1,Clay,N
Arunachal Pradesh,Lohit,Soybean,Kharif,11.2,30.2,382.1,92.2,27.4,Laterite,N
Arunachal Pradesh,Lohit,Mustard,Kharif,10.9,32.7,593.7,73.5,25.7,Red,Y
Arunachal Pradesh,Lohit,Potato,Rabi,13.6,37,1168.3,58.2,12.8,Red,N
Arunachal Pradesh,Lohit,Onion,Zaid,12.9,38.5,1628.4,47.7,14.9,Loamy,N
Arunachal Pradesh,Lohit,Tomato,Rabi,15.9,30.5,583.1,79,3.5,Loamy,Y
Arunachal Pradesh,Lohit,Barley,Rabi,17.2,33.3,1275.7,88.6,19.8,Sandy,N
Arunachal Pradesh,Lohit,Millets,Zaid,10.3,29.4,1388.8,47,29.9,Red,Y
Arunachal Pradesh,Lohit,Groundnut,Annual,16.5,44.9,1106.6,59.1,18.3,Red,N
Arunachal Pradesh,Lohit,Sunflower,Zaid,8.5,37.4,1536.5,76.8,8.2,Black,N
Arunachal Pradesh,Lohit,Turmeric,Rabi,20.3,25.9,1198.4,54.1,20.2,Clay,Y
Arunachal Pradesh,Lohit,Chilli,Rabi,15.3,27.8,1109.1,76.6,30,Loamy,N
Arunachal Pradesh,Lohit,Pulses,Kharif,20.6,26.1,1622.8,91.1,26.5,Loamy,N
Arunachal Pradesh,Lohit,Tea,Rabi,13.9,39.9,934.5,43.2,16.3,Alluvial,N
Arunachal Pradesh,Lohit,Coffee,Annual,16.8,33.1,322.1,59.6,20.2,Alluvial,N
Arunachal Pradesh,Lohit,Jute,Rabi,20.9,38.9,1519.6,76.6,23.8,Clay,N
Assam,Guwahati,Rice,Annual,21.2,41.1,284.7,55.5,12.9,Loamy,Y
Assam,Guwahati,Wheat,Zaid,11,40.3,382.5,86.6,9.2,Alluvial,Y
Assam,Guwahati,Maize,Rabi,18.8,34,1072,77.5,15,Alluvial,N
Assam,Guwahati,Cotton,Kharif,11.7,39.8,652,66.5,17.1,Loamy,N
Assam,Guwahati,Sugarcane,Zaid,18.5,43.8,1043.9,84.1,28.3,Red,Y
Assam,Guwahati,Soybean,Kharif,17.9,25.6,1277.1,60.7,29.6,Loamy,N
Assam,Guwahati,Mustard,Rabi,9.9,30.2,916.5,72.2,12.8,Sandy,N
Assam,Guwahati,Potato,Kharif,8,26.7,1012.9,46.7,23.5,Clay,N
Assam,Guwahati,Onion,Annual,12.5,32.9,620.7,60.4,14.3,Alluvial,Y
Assam,Guwahati,Tomato,Annual,16.9,37.2,1331,70.4,10.1,Clay,N
Assam,Guwahati,Barley,Rabi,16.1,25.7,899.6,71.2,5.1,Red,N
Assam,Guwahati,Millets,Kharif,14.6,28.6,1613.3,94.6,16.2,Loamy,Y
Assam,Guwahati,Groundnut,Zaid,8,29.8,1397,45.6,3.9,Sandy,N
Assam,Guwahati,Sunflower,Kharif,11,29.6,507.4,87.5,13.7,Sandy,N
Assam,Guwahati,Turmeric,Annual,15.5,26.4,1221.9,57.4,18.7,Red,N
Assam,Guwahati,Chilli,Annual,16,42.4,466.3,91.2,16.5,Red,N
Assam,Guwahati,Pulses,Zaid,12.6,42.2,1007.9,77,13.5,Laterite,N
Assam,Guwahati,Tea,Zaid,19.8,39.3,644,81.5,21,Sandy,Y
Assam,Guwahati,Coffee,Annual,10.2,34.2,311.5,83.7,6.8,Loamy,N
Assam,Guwahati,Jute,Zaid,9.4,32.5,1167.5,81,19.4,Sandy,N
Assam,Dibrugarh,Rice,Zaid,15.9,40.4,1423,63.8,14.3,Black,Y
Assam,Dibrugarh,Wheat,Zaid,19.6,28.9,904.2,64,29,Alluvial,Y
Assam,Dibrugarh,Maize,Zaid,17.9,40.6,1527.7,66.7,17.2,Laterite,Y
Assam,Dibrugarh,Cotton,Annual,20,43.9,1024,86.7,12.6,Alluvial,N
Assam,Dibrugarh,Sugarcane,Zaid,15.1,40,905.9,76.8,7.7,Red,Y
Assam,Dibrugarh,Soybean,Zaid,18.9,39.1,318.5,62.7,10.5,Loamy,N
Assam,Dibrugarh,Mustard,Kharif,13.5,38.7,1358.9,80.6,19.2,Clay,Y
Assam,Dibrugarh,Potato,Rabi,19.3,39.8,1149.9,73.1,26,Clay,Y
Assam,Dibrugarh,Onion,Kharif,14.8,25.1,843.5,89.2,29.2,Sandy,Y
Assam,Dibrugarh,Tomato,Zaid,11.5,44.7,931.4,75.3,13.3,Clay,Y
Assam,Dibrugarh,Barley,Zaid,8.2,36.3,979.9,67.8,25.5,Sandy,Y
Assam,Dibrugarh,Millets,Annual,21.4,39.3,1107.6,67.7,12.7,Laterite,N
Assam,Dibrugarh,Groundnut,Annual,9.2,39.2,1267.5,80.4,5.4,Red,N
Assam,Dibrugarh,Sunflower,Annual,18.7,26.9,1231.5,56.3,8.6,Sandy,N
Assam,Dibrugarh,Turmeric,Rabi,21,28,918,61.8,5.1,Black,Y
Assam,Dibrugarh,Chilli,Rabi,21.3,28.1,324,68.2,16,Laterite,N
Assam,Dibrugarh,Pulses,Kharif,10,36.1,1436.5,79.7,29.2,Clay,Y
Assam,Dibrugarh,Tea,Zaid,13.4,37.5,501.2,40.8,19.6,Red,Y
Assam,Dibrugarh,Coffee,Kharif,17.2,36,1717.6,80.1,4,Loamy,N
Assam,Dibrugarh,Jute,Kharif,17.9,31.6,793.9,47.9,22.9,Sandy,Y
Assam,Jorhat,Rice,Kharif,18.1,35,1699.1,70.4,22.5,Alluvial,Y
Assam,Jorhat,Wheat,Annual,16.2,29.7,576,76.2,15.1,Black,Y
Assam,Jorhat,Maize,Zaid,8.6,32.3,1101.4,69.4,18.9,Laterite,Y
Assam,Jorhat,Cotton,Annual,15.8,40.4,453.1,74.5,12.3,Alluvial,Y
Assam,Jorhat,Sugarcane,Zaid,15.4,38,913,48.8,20.8,Laterite,Y
Assam,Jorhat,Soybean,Annual,15.4,24.9,1059.3,93.5,17.5,Black,N
Assam,Jorhat,Mustard,Rabi,16.1,39.7,1073.3,50.8,12.9,Clay,N
Assam,Jorhat,Potato,Kharif,21,31.3,972.4,87.3,12.7,Red,N
Assam,Jorhat,Onion,Annual,16.8,40.2,1582.1,50.4,12,Laterite,Y
Assam,Jorhat,Tomato,Rabi,20.2,35.7,1563.5,61,19.5,Clay,Y
Assam,Jorhat,Barley,Kharif,16.9,32.6,683.3,58.9,24.4,Clay,Y
Assam,Jorhat,Millets,Zaid,13,40,972.4,61.5,23.1,Sandy,Y
Assam,Jorhat,Groundnut,Annual,16.6,35.8,1312.9,84.9,12.2,Loamy,Y
Assam,Jorhat,Sunflower,Kharif,12.4,42,454,80.1,15,Alluvial,N
Assam,Jorhat,Turmeric,Kharif,18.1,44.5,809.1,57.8,25.8,Clay,N
Assam,Jorhat,Chilli,Kharif,9.2,38.9,808.6,46.3,22.2,Clay,Y
Assam,Jorhat,Pulses,Kharif,18,29.4,1524.5,48.5,19.9,Loamy,N
Assam,Jorhat,Tea,Zaid,16.8,26.5,397.9,46.9,10.9,Red,N
Assam,Jorhat,Coffee,Rabi,11.4,25.5,1522.3,60.8,27.6,Red,Y
Assam,Jorhat,Jute,Rabi,13.1,42,372.1,50.3,8.3,Red,N
Assam,Silchar,Rice,Kharif,9.4,37.3,855.1,48.4,5.9,Loamy,N
Assam,Silchar,Wheat,Annual,18.9,29.4,1720.1,40.1,20.6,Red,Y
Assam,Silchar,Maize,Rabi,17.2,35.6,857.2,80.6,5.3,Red,Y
Assam,Silchar,Cotton,Zaid,13.4,44.4,1693.1,69.7,29.6,Loamy,N
Assam,Silchar,Sugarcane,Kharif,19,38.8,709.6,68.1,28.7,Clay,N
Assam,Silchar,Soybean,Rabi,15.7,33.9,1701.8,93.9,5.8,Loamy,Y
Assam,Silchar,Mustard,Zaid,18.6,31.1,1757,93.2,7,Clay,N
Assam,Silchar,Potato,Zaid,8.5,40.8,994.7,48.9,29.8,Alluvial,Y
Assam,Silchar,Onion,Annual,17.1,42.2,634.5,64.7,16.4,Alluvial,N
Assam,Silchar,Tomato,Kharif,13.5,41.3,585.3,65.2,7.1,Alluvial,N
Assam,Silchar,Barley,Annual,12.1,28.5,1407.9,92.7,28.1,Alluvial,N
Assam,Silchar,Millets,Annual,10.2,24.6,1436.9,55.1,21.5,Laterite,N
Assam,Silchar,Groundnut,Zaid,13.2,26,884,67.1,5.2,Loamy,N
Assam,Silchar,Sunflower,Annual,11.1,29.8,887.9,75.2,15.5,Red,N
Assam,Silchar,Turmeric,Rabi,19,31.2,1036.2,71.5,22,Red,Y
Assam,Silchar,Chilli,Kharif,17.6,42.9,484.7,43.5,15,Loamy,N
Assam,Silchar,Pulses,Kharif,10.4,40.9,1463.9,80.3,25.4,Black,Y
Assam,Silchar,Tea,Zaid,11.3,38,456.4,91.4,20.5,Loamy,N
Assam,Silchar,Coffee,Zaid,11.3,24.1,998.2,75.1,28.6,Black,N
Assam,Silchar,Jute,Annual,8,41,497.7,92.4,4.8,Clay,N
Assam,Tezpur,Rice,Kharif,17.9,37.7,1233.6,51.2,28.3,Loamy,N
Assam,Tezpur,Wheat,Kharif,17.1,42.6,420.2,53.8,11.6,Black,N
Assam,Tezpur,Maize,Zaid,21.6,25.5,377.3,93,15.7,Alluvial,Y
Assam,Tezpur,Cotton,Rabi,19.7,34.1,1745.8,76.3,25.2,Red,Y
Assam,Tezpur,Sugarcane,Rabi,9,33.4,1534.3,75.6,17.2,Laterite,Y
Assam,Tezpur,Soybean,Annual,17.4,28.5,1055.5,70.4,11.8,Black,Y
Assam,Tezpur,Mustard,Rabi,21,34.2,377.1,48.9,7.5,Laterite,Y
Assam,Tezpur,Potato,Kharif,16.2,40.9,440.2,78.2,20,Sandy,N
Assam,Tezpur,Onion,Zaid,10.7,29.2,946.5,46.4,13.3,Laterite,Y
Assam,Tezpur,Tomato,Kharif,21.4,44.6,718.9,66.9,16.4,Sandy,Y
Assam,Tezpur,Barley,Annual,10.6,43.9,1181.5,83.5,4.5,Laterite,Y
Assam,Tezpur,Millets,Zaid,9.5,33.7,1585.4,94.8,18.8,Black,Y
Assam,Tezpur,Groundnut,Kharif,11.4,35,435,42.4,22.3,Loamy,N
Assam,Tezpur,Sunflower,Annual,21.3,28.8,557.5,60.1,11.6,Laterite,N
Assam,Tezpur,Turmeric,Zaid,16.9,36,1755.6,80.4,20.6,Laterite,N
Assam,Tezpur,Chilli,Annual,10,31.9,1513.7,76.1,23,Clay,Y
Assam,Tezpur,Pulses,Kharif,8.2,30.7,1228.6,54.3,26.5,Sandy,N
Assam,Tezpur,Tea,Rabi,18.4,29.4,411,83.6,11.1,Laterite,N
Assam,Tezpur,Coffee,Rabi,17,44.9,1226,57.7,13.6,Sandy,Y
Assam,Tezpur,Jute,Zaid,19.4,37.7,848.4,89.2,12.6,Alluvial,Y
Bihar,Patna,Rice,Rabi,14.4,35.5,555.5,41.7,23.1,Red,Y
Bihar,Patna,Wheat,Zaid,20.6,38.6,284.3,65.7,13,Red,Y
Bihar,Patna,Maize,Rabi,13.4,39.5,937.1,65.5,11.7,Sandy,N
Bihar,Patna,Cotton,Zaid,18.2,30.8,586.6,94.6,8,Black,N
Bihar,Patna,Sugarcane,Rabi,21.9,35.7,937.8,70.2,5.3,Red,N
Bihar,Patna,Soybean,Annual,19,28.8,431.4,67.1,17.4,Laterite,N
Bihar,Patna,Mustard,Zaid,16.8,44.7,1207.9,74.8,15.3,Clay,N
Bihar,Patna,Potato,Kharif,13.6,39.8,797.3,48.2,15.4,Loamy,N
Bihar,Patna,Onion,Annual,9.9,27.1,1281.3,49.8,9.1,Red,N
Bihar,Patna,Tomato,Rabi,15.3,40.9,1314.9,72.5,22.1,Laterite,Y
Bihar,Patna,Barley,Kharif,13.6,42,915.9,48.6,29.9,Laterite,N
Bihar,Patna,Millets,Kharif,12.9,34.2,960.8,80.6,21.2,Sandy,Y
Bihar,Patna,Groundnut,Annual,13.4,33.7,701.9,82.1,18.7,Sandy,Y
Bihar,Patna,Sunflower,Rabi,21.5,27.2,1037.1,74.2,12.2,Clay,N
Bihar,Patna,Turmeric,Kharif,15.2,36.2,1349.7,60.5,6.2,Clay,N
Bihar,Patna,Chilli,Annual,13.8,37.9,518.8,88.6,18.3,Laterite,N
Bihar,Patna,Pulses,Rabi,15.8,44.8,260,92.6,29,Black,Y
Bihar,Patna,Tea,Kharif,17.4,37.7,1158.2,49.5,28.9,Clay,Y
Bihar,Patna,Coffee,Kharif,9.5,37.5,856.4,40.4,15.6,Laterite,N
Bihar,Patna,Jute,Kharif,8.2,30.2,1766.6,60.6,12.1,Sandy,N
Bihar,Gaya,Rice,Rabi,8.5,29.2,256.2,82.7,12.3,Loamy,N
Bihar,Gaya,Wheat,Rabi,16.2,36.4,1293,75.6,8.8,Black,N
Bihar,Gaya,Maize,Zaid,21.8,40.9,1490.6,93.3,23.7,Alluvial,N
Bihar,Gaya,Cotton,Zaid,17.7,28.1,1335.1,49.4,27.6,Laterite,Y
Bihar,Gaya,Sugarcane,Kharif,21.4,33.3,1288.8,77.5,19.4,Alluvial,Y
Bihar,Gaya,Soybean,Annual,9.2,31.3,1669.7,90.7,17.8,Loamy,Y
Bihar,Gaya,Mustard,Rabi,9.5,31.6,1179.5,85.5,17.9,Black,Y
Bihar,Gaya,Potato,Kharif,12.1,43.4,710.6,77.5,21.4,Black,Y
Bihar,Gaya,Onion,Kharif,8.2,33.7,1416.7,91.7,11.7,Red,N
Bihar,Gaya,Tomato,Kharif,21.2,28.3,458.6,89.1,27.7,Alluvial,Y
Bihar,Gaya,Barley,Kharif,19.7,33.7,322.7,78.7,27.3,Alluvial,Y
Bihar,Gaya,Millets,Kharif,13.7,37.8,639.2,82,25.7,Loamy,N
Bihar,Gaya,Groundnut,Rabi,16.8,41.7,671.2,74.4,17.2,Alluvial,Y
Bihar,Gaya,Sunflower,Zaid,13.4,26.5,1703.5,80.1,9,Black,Y
Bihar,Gaya,Turmeric,Rabi,9.3,36.2,1758.3,88.3,12.6,Laterite,N
Bihar,Gaya,Chilli,Rabi,19.2,40.8,929.1,56.6,9.8,Red,N
Bihar,Gaya,Pulses,Zaid,20.7,32.2,634.2,69.8,12,Alluvial,N
Bihar,Gaya,Tea,Zaid,10.9,40.6,1614.2,90.6,28.7,Black,Y
Bihar,Gaya,Coffee,Zaid,17.1,34.4,768.2,42,5.2,Red,N
Bihar,Gaya,Jute,Annual,8.2,28.6,399.6,68,9.3,Sandy,Y
Bihar,Bhagalpur,Rice,Zaid,10.9,43.5,1561.6,45.5,3.3,Sandy,N
Bihar,Bhagalpur,Wheat,Kharif,18.7,25.1,1164,62.4,19.4,Clay,Y
Bihar,Bhagalpur,Maize,Kharif,16.9,37.3,582,62,23.5,Alluvial,N
Bihar,Bhagalpur,Cotton,Annual,14.3,34.5,1306.8,76.2,5.2,Clay,N
Bihar,Bhagalpur,Sugarcane,Rabi,12.6,44.9,561.6,59.6,25.9,Loamy,N
Bihar,Bhagalpur,Soybean,Rabi,17.4,34.7,1325.4,72.7,9,Sandy,N
Bihar,Bhagalpur,Mustard,Kharif,15.6,40.6,1538.2,79.4,23.5,Laterite,Y
Bihar,Bhagalpur,Potato,Zaid,10.2,32.7,1246.2,93.8,5.7,Loamy,N
Bihar,Bhagalpur,Onion,Rabi,14,24.2,787,47.2,9.6,Black,Y
Bihar,Bhagalpur,Tomato,Rabi,9.6,32.3,1257.1,73.5,5.3,Red,N
Bihar,Bhagalpur,Barley,Annual,10,37.7,844.5,46.1,22.6,Black,Y
Bihar,Bhagalpur,Millets,Rabi,18,25.3,946.6,85.1,11.1,Laterite,Y
Bihar,Bhagalpur,Groundnut,Annual,18.3,36.2,1280.1,79.9,27.6,Black,N
Bihar,Bhagalpur,Sunflower,Kharif,8.6,37.5,1792.7,82.8,8.9,Clay,N
Bihar,Bhagalpur,Turmeric,Rabi,11.1,30.4,380.6,82.2,22.6,Alluvial,Y
Bihar,Bhagalpur,Chilli,Rabi,15.1,24.9,883.3,93,26.3,Alluvial,N
Bihar,Bhagalpur,Pulses,Zaid,20.1,38.4,1475.6,91.4,22.4,Red,N
Bihar,Bhagalpur,Tea,Zaid,16.4,25.9,1288.4,44.3,22.3,Clay,Y
Bihar,Bhagalpur,Coffee,Rabi,15,32.9,342.2,50.4,9,Laterite,Y
Bihar,Bhagalpur,Jute,Kharif,17.3,28.9,1212.7,40.3,9.6,Sandy,Y
Bihar,Muzaffarpur,Rice,Kharif,17.7,31.8,975.2,62.5,14.3,Loamy,Y
Bihar,Muzaffarpur,Wheat,Rabi,9.1,43.8,1026,40.2,12.8,Loamy,Y
Bihar,Muzaffarpur,Maize,Kharif,17.9,29.3,1765.7,62.9,29.5,Clay,N
Bihar,Muzaffarpur,Cotton,Kharif,21,41.6,411.9,89.8,16.9,Loamy,N
Bihar,Muzaffarpur,Sugarcane,Zaid,20.1,33.3,980.4,47.7,19.6,Alluvial,N
Bihar,Muzaffarpur,Soybean,Zaid,14.9,44.5,953.6,60.5,6.6,Black,N
Bihar,Muzaffarpur,Mustard,Annual,10.6,26.8,1733.2,44.2,5.9,Loamy,N
Bihar,Muzaffarpur,Potato,Annual,8.6,27.9,827,70.4,25.3,Sandy,Y
Bihar,Muzaffarpur,Onion,Annual,19.5,41.2,1787.4,90,26.2,Alluvial,N
Bihar,Muzaffarpur,Tomato,Zaid,11.4,35.3,1085.5,58.4,6.5,Alluvial,Y
Bihar,Muzaffarpur,Barley,Zaid,21.7,40.6,882.8,45.5,25.3,Black,N
Bihar,Muzaffarpur,Millets,Annual,20.3,39.4,724.1,76.8,5.4,Clay,N
Bihar,Muzaffarpur,Groundnut,Zaid,11.4,43.7,759,57.4,14.7,Red,Y
Bihar,Muzaffarpur,Sunflower,Zaid,14.3,33.7,1026.1,60,10.4,Red,N
Bihar,Muzaffarpur,Turmeric,Zaid,9.1,30.7,1161.4,92.3,18.7,Sandy,Y
Bihar,Muzaffarpur,Chilli,Annual,10.5,24.2,533.7,80.6,24.6,Sandy,Y
Bihar,Muzaffarpur,Pulses,Kharif,8.1,43.4,1689.5,89.8,23.9,Laterite,N
Bihar,Muzaffarpur,Tea,Kharif,9.9,34.7,1123.6,56.3,25.2,Loamy,Y
Bihar,Muzaffarpur,Coffee,Kharif,9.6,25.8,1449.2,51.3,18.1,Laterite,Y
Bihar,Muzaffarpur,Jute,Zaid,14.5,27,1163.2,46.5,10.7,Sandy,N
Bihar,Purnia,Rice,Kharif,16.1,24.5,592.8,94.8,9.3,Clay,Y
Bihar,Purnia,Wheat,Zaid,8.5,38.1,917.8,79.2,14.4,Loamy,N
Bihar,Purnia,Maize,Kharif,10.4,38,1193.8,82,28.6,Loamy,Y
Bihar,Purnia,Cotton,Zaid,21.2,37.7,1730.2,81,5.6,Laterite,Y
Bihar,Purnia,Sugarcane,Annual,13.9,43.8,909.4,76.9,23.1,Sandy,N
Bihar,Purnia,Soybean,Annual,16.5,44.4,1593.1,90.8,3.1,Black,N
Bihar,Purnia,Mustard,Kharif,14.5,31.5,1710.6,64.8,14.2,Alluvial,N
Bihar,Purnia,Potato,Annual,8.5,41,1249.7,72.7,12.8,Sandy,N
Bihar,Purnia,Onion,Kharif,18.2,32.5,1218.3,57.6,29.3,Black,N
Bihar,Purnia,Tomato,Annual,18.7,28.1,321.9,86.8,20.9,Red,Y
Bihar,Purnia,Barley,Zaid,9.8,30.4,661.4,66.3,27.3,Alluvial,N
Bihar,Purnia,Millets,Kharif,12.5,43.1,526.7,60.7,8.2,Red,Y
Bihar,Purnia,Groundnut,Kharif,10.9,32.3,797.7,66.9,24.1,Laterite,Y
Bihar,Purnia,Sunflower,Kharif,15.6,28.9,1727.4,67.2,19.5,Sandy,Y
Bihar,Purnia,Turmeric,Zaid,11.9,35.2,797.6,50.7,19.1,Clay,Y
Bihar,Purnia,Chilli,Annual,14.9,26,286.9,69.1,28.9,Clay,Y
Bihar,Purnia,Pulses,Zaid,14.4,24.4,1391,68.7,21.7,Sandy,Y
Bihar,Purnia,Tea,Kharif,21.6,30.4,537.7,73.6,29.9,Alluvial,N
Bihar,Purnia,Coffee,Rabi,14.9,40.4,661.3,41.6,22.3,Sandy,Y
Bihar,Purnia,Jute,Annual,9.2,44.3,1394.5,47.8,3.5,Black,Y
Chhattisgarh,Raipur,Rice,Annual,16,44.8,1175.4,53,13.8,Loamy,N
Chhattisgarh,Raipur,Wheat,Kharif,18.2,43.4,1282.2,85.2,16.4,Clay,N
Chhattisgarh,Raipur,Maize,Annual,21.2,37,1252.1,68.7,26.6,Sandy,N
Chhattisgarh,Raipur,Cotton,Zaid,17,25.5,832.4,53.5,11.4,Laterite,Y
Chhattisgarh,Raipur,Sugarcane,Rabi,13.5,43.7,1028.6,44.2,28.5,Loamy,N
Chhattisgarh,Raipur,Soybean,Zaid,14.8,27.4,388.8,57.6,8.1,Alluvial,Y
Chhattisgarh,Raipur,Mustard,Zaid,14.9,38,1138,89.4,25.4,Sandy,Y
Chhattisgarh,Raipur,Potato,Kharif,16.3,40.6,1446.8,86.9,10.6,Sandy,Y
Chhattisgarh,Raipur,Onion,Kharif,17,32.8,1536.7,91.7,26,Laterite,N
Chhattisgarh,Raipur,Tomato,Kharif,14.7,38.2,560.8,74,8.9,Red,N
Chhattisgarh,Raipur,Barley,Rabi,9.5,25.6,1783,52.2,7.9,Red,N
Chhattisgarh,Raipur,Millets,Rabi,8.7,29.4,1116.6,88.7,23.1,Laterite,N
Chhattisgarh,Raipur,Groundnut,Zaid,13.2,36.6,913.1,64.4,16.4,Alluvial,Y
Chhattisgarh,Raipur,Sunflower,Zaid,14.7,27.6,978.6,57.8,23.7,Clay,Y
Chhattisgarh,Raipur,Turmeric,Rabi,20,35.7,1564.3,76.6,23.9,Alluvial,N
Chhattisgarh,Raipur,Chilli,Annual,13.1,44.6,1046.4,82.2,23.4,Alluvial,N
Chhattisgarh,Raipur,Pulses,Annual,19.8,31.5,1074.2,89.4,6,Laterite,Y
Chhattisgarh,Raipur,Tea,Kharif,9.4,44.5,865.1,86.8,17.2,Clay,Y
Chhattisgarh,Raipur,Coffee,Zaid,13.4,29.2,966.7,50.4,13.6,Sandy,Y
